dz_2021_code,white,asian,black,mixed,other
N20001858,445,51,4,5,0
N20001859,560,12,1,1,1
N20001860,373,7,0,0,2
N20001861,330,31,4,5,0
N20001862,384,0,0,5,0
N20001863,448,6,0,1,0
N20001864,320,3,0,0,1
N20001865,234,9,5,2,1
N20001866,350,15,1,3,0
N20001867,433,12,4,3,1
N20001868,457,2,0,3,0
N20001869,490,11,1,6,0
N20001870,245,6,0,2,2
N20001871,537,34,1,2,0
N20001872,506,100,7,7,10
N20001873,557,20,3,2,7
N20001874,379,87,2,0,1
N20001875,604,20,1,13,0
N20001876,485,16,2,0,0
N20001877,495,12,4,5,9
N20001878,403,39,2,13,7
N20001879,497,15,0,6,0
N20001880,375,7,5,0,1
N20001881,316,3,1,0,0
N20001882,371,37,4,0,4
N20001883,501,6,1,5,2
N20001884,782,137,11,9,1
N20001885,576,3,1,0,1
N20001886,345,2,0,0,0
N20001887,429,0,0,1,0
N20001888,659,38,0,1,2
N20001889,546,38,1,5,0
N20001890,503,0,3,6,1
N20001891,531,4,10,4,2
N20001892,499,1,0,2,1
N20001893,476,4,1,1,3
N20001894,378,5,2,4,1
N20001895,647,13,5,0,0
N20001896,990,0,1,7,2
N20001897,391,12,0,3,0
N20001898,465,9,0,1,0
N20001899,443,3,0,0,0
N20001900,509,17,0,6,0
N20001901,651,1,0,10,0
N20001902,542,9,10,12,0
N20001903,407,0,0,5,1
N20001904,615,9,0,9,2
N20001905,440,0,0,2,0
N20001906,366,5,1,10,0
N20001907,462,19,4,7,1
N20001908,433,1,0,1,0
N20001909,509,2,0,5,0
N20001910,478,1,2,2,0
N20001911,361,1,1,3,2
N20001912,632,9,0,1,2
N20001913,562,28,4,4,0
N20001914,426,0,5,1,0
N20001915,382,0,1,0,0
N20001916,692,17,0,4,0
N20001917,528,4,1,8,0
N20001918,633,3,0,4,0
N20001919,711,3,2,13,1
N20001920,509,4,1,1,0
N20001921,591,2,2,4,0
N20001922,480,2,0,4,0
N20001923,652,2,0,3,0
N20001924,552,14,1,6,0
N20001925,508,5,0,3,4
N20001926,429,9,0,7,0
N20001927,789,1,0,5,1
N20001928,386,37,1,12,0
N20001929,428,0,0,0,0
N20001930,348,1,0,1,1
N20001931,313,0,0,0,0
N20001932,518,3,0,0,0
N20001933,619,1,2,4,0
N20001934,583,3,1,2,0
N20001935,620,0,0,0,0
N20001936,614,12,2,1,0
N20001937,451,5,0,2,0
N20001938,448,1,0,1,0
N20001939,358,5,0,3,0
N20001940,245,1,0,1,0
N20001941,384,0,0,0,0
N20001942,582,0,1,0,0
N20001943,225,30,1,0,0
N20001944,492,2,0,2,0
N20001945,406,1,0,0,1
N20001946,831,2,2,7,0
N20001947,596,2,0,5,0
N20001948,657,1,1,1,0
N20001949,843,0,0,0,2
N20001950,546,0,2,1,0
N20001951,542,0,0,3,1
N20001952,565,0,1,1,0
N20001953,435,0,0,0,0
N20001954,660,2,0,0,1
N20001955,618,1,0,1,0
N20001956,584,0,0,1,0
N20001957,233,0,0,1,1
N20001958,214,1,0,0,0
N20001959,519,2,0,5,0
N20001960,422,1,0,2,1
N20001961,541,4,1,1,0
N20001962,490,5,0,6,0
N20001963,348,1,0,6,0
N20001964,410,0,2,3,0
N20001965,247,9,0,1,0
N20001966,586,2,0,3,8
N20001967,584,2,0,6,0
N20001968,417,1,0,0,0
N20001969,344,4,1,2,1
N20001970,404,3,0,0,1
N20001971,671,0,0,1,3
N20001972,365,4,0,2,5
N20001973,418,0,1,5,0
N20001974,424,1,0,2,1
N20001975,375,2,0,0,0
N20001976,553,1,0,2,0
N20001977,505,0,2,3,1
N20001978,471,1,0,1,3
N20001979,429,2,0,2,0
N20001980,523,2,0,1,0
N20001981,413,0,0,0,0
N20001982,483,0,0,4,0
N20001983,512,2,0,8,0
N20001984,462,0,1,6,4
N20001985,433,1,1,2,0
N20001986,675,2,0,0,1
N20001987,750,2,1,4,4
N20001988,746,2,1,6,0
N20001989,713,0,0,0,0
N20001990,796,2,1,4,0
N20001991,468,0,0,2,0
N20001992,421,1,1,3,0
N20001993,236,1,0,0,0
N20001994,499,9,0,7,3
N20001995,466,4,0,3,0
N20001996,500,0,0,1,0
N20001997,635,3,0,5,0
N20001998,720,1,0,6,2
N20001999,297,0,0,0,1
N20002000,505,0,0,0,1
N20002001,523,0,2,0,0
N20002002,400,0,0,1,0
N20002003,312,0,0,0,0
N20002004,540,0,0,6,0
N20002005,548,4,0,0,1
N20002006,544,2,1,6,0
N20002007,582,0,0,0,1
N20002008,617,0,0,0,0
N20002009,411,3,3,1,7
N20002010,435,1,2,0,0
N20002011,555,3,1,3,0
N20002012,363,8,0,1,0
N20002013,701,1,1,0,5
N20002014,522,5,0,6,0
N20002015,532,0,1,0,0
N20002016,338,6,0,0,3
N20002017,545,7,0,2,0
N20002018,394,12,0,1,0
N20002019,481,0,0,0,1
N20002020,429,6,2,3,1
N20002021,349,5,0,0,0
N20002022,525,2,0,0,0
N20002023,587,1,0,0,1
N20002024,678,0,1,1,1
N20002025,693,1,0,1,3
N20002026,442,1,0,0,0
N20002027,406,0,0,0,0
N20002028,553,0,0,0,0
N20002029,658,3,0,2,0
N20002030,574,1,0,1,1
N20002031,722,3,0,0,1
N20002032,594,0,0,0,0
N20002033,329,0,0,0,0
N20002034,358,1,0,1,0
N20002035,452,6,0,4,0
N20002036,469,8,0,1,0
N20002037,805,1,0,1,0
N20002038,828,1,0,2,0
N20002039,696,0,0,2,0
N20002040,739,5,0,9,0
N20002041,596,0,1,0,1
N20002042,514,5,0,4,1
N20002043,318,3,2,0,2
N20002044,524,0,0,0,0
N20002045,318,0,0,2,20
N20002046,621,5,0,1,13
N20002047,434,2,0,0,4
N20002048,586,5,0,2,3
N20002049,458,1,0,1,1
N20002050,486,1,1,0,0
N20002051,689,1,0,3,3
N20002052,599,0,0,0,2
N20002053,568,0,0,0,0
N20002054,571,2,0,4,2
N20002055,808,1,0,3,0
N20002056,476,0,0,1,0
N20002057,598,1,0,0,0
N20002058,719,0,0,4,1
N20002059,406,1,5,0,1
N20002060,627,0,0,0,1
N20002061,836,16,1,24,1
N20002062,562,5,5,12,0
N20002063,526,4,0,6,0
N20002064,454,2,0,4,0
N20002065,715,1,1,5,1
N20002066,946,1,0,1,0
N20002067,479,1,0,2,1
N20002068,640,0,1,3,22
N20002069,789,7,1,8,0
N20002070,442,2,1,3,0
N20002071,646,1,0,1,1
N20002072,469,0,0,0,0
N20002073,687,0,0,0,0
N20002074,491,0,0,0,0
N20002075,543,0,0,0,0
N20002076,515,1,0,1,1
N20002077,688,3,1,6,3
N20002078,448,2,3,4,0
N20002079,720,1,0,2,0
N20002080,525,0,1,2,0
N20002081,504,1,0,0,0
N20002082,416,1,0,3,0
N20002083,457,2,3,1,1
N20002084,526,1,0,1,0
N20002085,214,11,1,4,0
N20002086,668,49,7,5,1
N20002087,539,7,16,2,5
N20002088,524,1,5,0,0
N20002089,326,0,2,2,0
N20002090,539,22,0,9,0
N20002091,394,0,2,6,3
N20002092,565,4,2,6,9
N20002093,574,12,0,2,1
N20002094,582,3,0,2,0
N20002095,537,12,6,4,1
N20002096,321,1,1,9,1
N20002097,469,7,0,3,0
N20002098,549,71,9,7,3
N20002099,376,0,0,5,0
N20002100,517,4,0,0,0
N20002101,206,7,1,4,4
N20002102,489,15,10,1,1
N20002103,390,12,0,1,3
N20002104,410,11,1,4,1
N20002105,252,11,0,6,0
N20002106,479,15,0,0,6
N20002107,354,13,8,3,0
N20002108,577,6,5,3,0
N20002109,482,1,0,0,0
N20002110,254,7,0,2,1
N20002111,462,6,2,4,1
N20002112,334,5,0,0,0
N20002113,482,1,1,4,0
N20002114,359,0,0,0,0
N20002115,353,0,0,0,1
N20002116,507,5,0,1,13
N20002117,440,6,4,3,2
N20002118,390,2,1,1,1
N20002119,476,1,1,0,7
N20002120,542,11,4,4,0
N20002121,624,0,0,0,8
N20002122,666,1,0,1,0
N20002123,520,0,0,0,0
N20002124,517,1,1,1,3
N20002125,479,0,2,3,0
N20002126,509,6,0,0,1
N20002127,569,2,0,5,0
N20002128,449,3,0,1,10
N20002129,612,1,0,3,0
N20002130,663,0,0,0,0
N20002131,427,0,0,4,0
N20002132,444,3,0,0,0
N20002133,548,3,0,0,4
N20002134,411,4,0,8,1
N20002135,348,1,0,2,0
N20002136,146,3,0,2,1
N20002137,517,2,0,4,1
N20002138,373,0,0,3,21
N20002139,639,2,0,0,3
N20002140,460,0,0,0,3
N20002141,373,6,0,0,0
N20002142,695,0,0,1,1
N20002143,508,7,1,6,0
N20002144,669,0,0,0,0
N20002145,567,1,0,8,4
N20002146,454,2,2,0,0
N20002147,634,0,0,0,1
N20002148,635,3,0,4,1
N20002149,441,2,1,4,4
N20002150,368,1,11,3,2
N20002151,535,1,0,3,1
N20002152,508,0,0,3,2
N20002153,526,0,0,0,0
N20002154,509,3,1,3,2
N20002155,654,1,0,0,0
N20002156,567,1,0,4,1
N20002157,587,0,0,1,0
N20002158,473,0,1,0,0
N20002159,380,0,1,0,0
N20002160,681,2,0,4,4
N20002161,770,4,0,4,0
N20002162,560,1,0,1,0
N20002163,376,0,0,0,1
N20002164,845,1,3,6,3
N20002165,598,0,0,0,0
N20002166,313,4,0,1,1
N20002167,284,0,0,0,3
N20002168,706,0,7,0,0
N20002169,350,0,0,0,0
N20002170,359,1,0,2,0
N20002171,548,0,0,0,4
N20002172,299,0,1,0,3
N20002173,549,0,0,0,1
N20002174,666,0,0,0,0
N20002175,556,3,2,0,0
N20002176,745,1,0,0,0
N20002177,606,1,1,0,1
N20002178,524,5,1,0,1
N20002179,452,4,0,1,0
N20002180,578,1,1,0,1
N20002181,567,1,6,3,3
N20002182,568,3,0,1,2
N20002183,692,13,0,16,63
N20002184,426,8,0,8,7
N20002185,344,3,0,2,0
N20002186,311,0,0,0,0
N20002187,551,5,1,1,0
N20002188,253,0,2,1,14
N20002189,388,1,4,0,1
N20002190,661,2,0,4,1
N20002191,349,2,0,0,8
N20002192,536,11,5,0,5
N20002193,520,3,0,0,0
N20002194,458,0,0,0,0
N20002195,448,11,11,7,15
N20002196,674,22,0,1,0
N20002197,380,8,0,0,0
N20002198,332,1,1,5,1
N20002199,252,12,6,1,9
N20002200,503,4,0,1,1
N20002201,280,11,0,2,0
N20002202,469,8,0,0,3
N20002203,292,1,0,0,5
N20002204,327,7,0,0,7
N20002205,254,2,0,1,10
N20002206,278,3,5,0,4
N20002207,436,5,4,5,1
N20002208,348,2,0,2,0
N20002209,378,1,0,3,5
N20002210,584,1,0,0,2
N20002211,351,9,0,1,0
N20002212,362,0,1,3,6
N20002213,681,10,1,12,0
N20002214,429,2,0,5,0
N20002215,530,8,1,0,2
N20002216,639,11,0,8,0
N20002217,440,11,0,0,1
N20002218,463,17,0,3,0
N20002219,680,8,0,7,0
N20002220,484,1,4,0,1
N20002221,545,1,1,7,0
N20002222,407,1,0,0,1
N20002223,568,0,0,0,0
N20002224,562,0,0,1,0
N20002225,469,1,0,0,0
N20002226,692,0,0,2,0
N20002227,435,0,0,1,0
N20002228,519,0,0,0,1
N20002229,430,1,0,1,1
N20002230,432,0,1,2,1
N20002231,752,1,0,0,3
N20002232,423,1,0,0,0
N20002233,612,13,0,7,2
N20002234,456,3,0,4,8
N20002235,537,0,0,0,0
N20002236,666,11,1,4,1
N20002237,743,8,1,0,0
N20002238,655,1,0,3,3
N20002239,656,1,0,0,1
N20002240,651,1,1,2,0
N20002241,331,1,0,1,7
N20002242,664,3,0,4,0
N20002243,495,0,0,0,0
N20002244,476,0,1,0,0
N20002245,666,4,0,0,10
N20002246,538,1,0,6,0
N20002247,605,7,0,0,0
N20002248,824,3,1,5,2
N20002249,586,1,0,1,0
N20002250,507,0,0,1,0
N20002251,522,0,0,1,0
N20002252,510,15,6,3,0
N20002253,283,13,0,0,0
N20002254,455,18,1,12,0
N20002255,265,1,0,1,7
N20002256,423,4,10,1,0
N20002257,598,14,1,16,0
N20002258,577,0,0,6,0
N20002259,483,5,1,4,0
N20002260,521,4,1,5,5
N20002261,473,3,0,8,0
N20002262,481,3,0,0,0
N20002263,405,16,0,3,0
N20002264,509,1,0,1,0
N20002265,256,1,0,2,1
N20002266,506,13,0,5,0
N20002267,283,20,0,2,0
N20002268,1072,1,1,2,0
N20002269,618,5,1,4,2
N20002270,239,10,0,0,0
N20002271,449,3,0,0,0
N20002272,529,4,3,6,0
N20002273,522,12,5,0,2
N20002274,511,1,0,0,0
N20002275,582,7,0,10,0
N20002276,483,1,1,6,1
N20002277,699,3,0,4,2
N20002278,385,0,0,0,0
N20002279,244,3,0,4,0
N20002280,434,2,1,2,0
N20002281,640,8,0,3,0
N20002282,410,5,2,4,1
N20002283,213,0,0,3,1
N20002284,829,8,1,1,0
N20002285,522,6,0,14,0
N20002286,381,1,0,5,0
N20002287,518,3,3,7,0
N20002288,888,5,0,0,0
N20002289,853,0,2,2,47
N20002290,482,0,0,0,1
N20002291,373,0,0,6,6
N20002292,676,1,0,1,3
N20002293,508,6,0,0,0
N20002294,512,0,0,0,0
N20002295,614,4,2,5,0
N20002296,702,6,5,5,2
N20002297,557,3,1,10,1
N20002298,456,4,0,4,1
N20002299,501,1,0,0,0
N20002300,577,1,0,2,0
N20002301,330,0,0,3,0
N20002302,462,1,0,3,1
N20002303,550,1,0,5,0
N20002304,374,1,1,3,0
N20002305,550,10,0,4,0
N20002306,551,23,0,8,3
N20002307,329,7,1,3,1
N20002308,474,19,1,0,0
N20002309,547,11,2,5,2
N20002310,744,32,0,4,0
N20002311,423,1,0,3,0
N20002312,551,15,1,12,4
N20002313,514,12,0,3,0
N20002314,285,16,1,0,0
N20002315,405,22,4,3,0
N20002316,320,1,7,3,0
N20002317,590,3,1,0,1
N20002318,798,12,8,5,17
N20002319,724,4,4,4,0
N20002320,745,2,0,1,0
N20002321,555,0,2,0,0
N20002322,635,2,1,6,0
N20002323,602,3,0,17,1
N20002324,660,3,0,3,0
N20002325,553,2,0,2,0
N20002326,557,8,1,8,0
N20002327,362,6,0,0,1
N20002328,461,14,1,4,0
N20002329,631,8,5,12,0
N20002330,507,9,7,2,0
N20002331,383,6,1,11,6
N20002332,610,10,0,8,0
N20002333,374,10,1,2,0
N20002334,702,2,4,0,1
N20002335,463,1,1,0,0
N20002336,619,22,0,6,3
N20002337,466,3,2,0,0
N20002338,237,16,0,5,0
N20002339,411,4,1,4,9
N20002340,229,2,0,0,0
N20002341,511,18,0,4,0
N20002342,474,21,0,1,4
N20002343,345,9,0,3,1
N20002344,591,18,0,4,1
N20002345,353,12,0,6,3
N20002346,350,11,4,8,7
N20002347,518,3,6,4,0
N20002348,405,7,0,0,0
N20002349,609,43,0,4,1
N20002350,470,21,0,4,1
N20002351,608,52,8,4,0
N20002352,481,16,5,4,2
N20002353,788,20,8,7,0
N20002354,308,2,0,1,0
N20002355,460,21,0,6,0
N20002356,441,29,5,1,0
N20002357,395,24,8,4,1
N20002358,351,17,0,0,0
N20002359,202,5,11,6,0
N20002360,450,34,5,3,6
N20002361,386,1,0,1,1
N20002362,613,31,0,8,5
N20002363,480,20,2,9,2
N20002364,461,6,0,2,0
N20002365,287,8,0,2,1
N20002366,461,27,0,3,0
N20002367,435,8,6,3,3
N20002368,499,1,5,7,0
N20002369,424,2,0,0,0
N20002370,454,9,0,11,3
N20002371,421,13,0,3,3
N20002372,648,28,6,6,3
N20002373,658,29,0,8,4
N20002374,485,9,0,6,0
N20002375,398,11,0,1,0
N20002376,216,8,0,0,2
N20002377,644,25,1,6,1
N20002378,528,2,0,7,0
N20002379,688,52,10,3,2
N20002380,400,8,9,7,0
N20002381,449,3,0,8,0
N20002382,601,21,7,8,1
N20002383,378,19,5,3,4
N20002384,480,3,5,8,0
N20002385,587,21,1,7,1
N20002386,605,19,4,10,1
N20002387,553,58,8,8,0
N20002388,534,28,5,10,3
N20002389,528,31,0,5,1
N20002390,574,8,6,0,0
N20002391,254,0,1,3,0
N20002392,753,11,1,7,0
N20002393,555,8,1,8,0
N20002394,459,2,1,1,4
N20002395,387,3,1,3,0
N20002396,346,1,0,3,0
N20002397,458,4,1,13,0
N20002398,441,7,1,3,0
N20002399,690,14,0,0,0
N20002400,296,0,4,0,1
N20002401,378,9,0,9,5
N20002402,382,17,7,1,6
N20002403,399,2,0,2,0
N20002404,970,11,45,12,7
N20002405,477,1,26,6,4
N20002406,544,12,4,3,0
N20002407,243,5,0,2,1
N20002408,551,6,0,8,0
N20002409,395,0,3,7,9
N20002410,395,0,3,0,0
N20002411,571,12,2,5,0
N20002412,462,5,1,6,1
N20002413,274,17,1,11,0
N20002414,490,13,0,17,11
N20002415,427,13,0,4,0
N20002416,391,17,0,4,0
N20002417,505,2,3,4,0
N20002418,407,4,1,10,2
N20002419,259,9,0,7,3
N20002420,450,16,0,9,0
N20002421,263,7,1,5,0
N20002422,249,14,0,4,2
N20002423,487,12,3,0,0
N20002424,517,9,0,7,0
N20002425,604,9,2,5,1
N20002426,459,0,1,0,0
N20002427,508,5,1,4,0
N20002428,234,1,0,0,0
N20002429,543,21,5,3,0
N20002430,420,5,1,3,0
N20002431,421,4,2,10,1
N20002432,462,9,4,9,0
N20002433,423,5,2,4,0
N20002434,260,0,0,6,1
N20002435,649,14,1,5,0
N20002436,435,10,0,5,0
N20002437,681,19,5,1,3
N20002438,471,1,0,4,0
N20002439,750,3,3,9,0
N20002440,633,6,1,4,0
N20002441,613,2,0,2,1
N20002442,546,0,1,0,0
N20002443,410,1,0,3,0
N20002444,563,8,0,4,1
N20002445,578,2,1,2,0
N20002446,603,3,0,0,0
N20002447,580,0,2,0,0
N20002448,475,6,0,0,4
N20002449,539,6,0,1,6
N20002450,532,0,0,0,0
N20002451,590,1,1,0,2
N20002452,504,0,0,1,0
N20002453,453,0,0,3,0
N20002454,605,6,3,8,0
N20002455,370,1,0,4,0
N20002456,646,10,0,8,3
N20002457,466,11,0,14,1
N20002458,551,14,1,3,0
N20002459,462,15,6,6,0
N20002460,221,15,7,4,0
N20002461,680,34,3,10,0
N20002462,448,25,1,7,2
N20002463,427,15,0,8,2
N20002464,405,30,0,2,0
N20002465,390,32,0,3,0
N20002466,222,14,3,1,0
N20002467,632,14,2,9,0
N20002468,522,27,0,2,5
N20002469,329,35,0,3,0
N20002470,641,22,0,10,0
N20002471,384,20,7,1,0
N20002472,439,12,1,9,3
N20002473,426,8,0,9,2
N20002474,658,42,1,12,1
N20002475,457,6,0,2,2
N20002476,657,20,3,12,1
N20002477,380,25,0,3,1
N20002478,749,35,0,9,1
N20002479,283,45,1,4,2
N20002480,561,44,0,7,0
N20002481,660,58,0,14,1
N20002482,593,86,16,5,0
N20002483,777,29,0,6,0
N20002484,795,23,6,7,9
N20002485,394,11,0,1,0
N20002486,249,19,0,0,0
N20002487,692,31,0,12,0
N20002488,546,7,0,1,3
N20002489,338,0,0,0,0
N20002490,601,25,0,3,0
N20002491,551,2,0,3,0
N20002492,334,12,2,1,0
N20002493,345,1,1,7,0
N20002494,382,29,0,4,0
N20002495,632,14,6,5,7
N20002496,694,33,5,6,0
N20002497,472,0,1,1,0
N20002498,392,6,0,4,0
N20002499,664,15,0,8,0
N20002500,893,12,6,5,0
N20002501,481,20,1,2,0
N20002502,371,39,0,4,0
N20002503,537,14,2,13,1
N20002504,275,27,0,0,1
N20002505,489,28,4,10,0
N20002506,294,29,1,1,0
N20002507,207,17,0,1,2
N20002508,442,67,6,2,2
N20002509,518,35,6,4,1
N20002510,337,0,0,3,4
N20002511,478,19,0,5,0
N20002512,430,35,0,4,1
N20002513,326,26,0,7,0
N20002514,580,12,0,4,0
N20002515,513,39,0,7,2
N20002516,483,83,12,6,0
N20002517,292,6,1,9,0
N20002518,438,20,0,5,0
N20002519,288,7,0,5,0
N20002520,487,36,14,3,0
N20002521,474,4,4,7,1
N20002522,364,5,0,1,0
N20002523,355,5,0,0,1
N20002524,477,30,11,5,0
N20002525,347,14,1,4,1
N20002526,517,41,0,4,4
N20002527,619,9,1,5,0
N20002528,324,14,1,5,0
N20002529,339,9,0,0,0
N20002530,457,2,1,3,0
N20002531,307,10,2,4,1
N20002532,451,12,0,1,0
N20002533,327,6,0,5,0
N20002534,511,24,5,1,0
N20002535,340,12,1,9,1
N20002536,548,6,4,6,0
N20002537,326,2,0,2,0
N20002538,420,10,0,5,0
N20002539,406,2,1,7,0
N20002540,427,2,1,0,1
N20002541,454,2,1,2,2
N20002542,365,2,0,1,0
N20002543,263,1,0,3,0
N20002544,372,6,0,5,0
N20002545,595,0,2,3,0
N20002546,608,2,0,1,0
N20002547,629,3,1,0,1
N20002548,649,1,0,0,0
N20002549,558,1,0,1,0
N20002550,592,0,0,0,0
N20002551,418,0,0,0,1
N20002552,455,0,1,1,0
N20002553,434,0,0,0,0
N20002554,348,2,3,1,0
N20002555,509,1,0,1,0
N20002556,497,1,6,2,0
N20002557,559,6,0,6,0
N20002558,336,3,0,0,1
N20002559,369,7,0,2,0
N20002560,377,2,0,4,1
N20002561,427,3,0,1,0
N20002562,549,0,4,1,1
N20002563,731,1,0,8,0
N20002564,656,3,2,1,2
N20002565,273,13,0,0,1
N20002566,390,1,0,0,0
N20002567,552,2,0,7,0
N20002568,327,2,0,1,0
N20002569,352,13,1,5,0
N20002570,416,6,0,0,0
N20002571,497,0,1,0,0
N20002572,547,2,0,0,0
N20002573,482,1,1,6,1
N20002574,647,1,1,5,0
N20002575,177,0,1,0,0
N20002576,566,0,1,0,0
N20002577,585,0,0,1,2
N20002578,528,2,1,0,2
N20002579,555,0,0,3,0
N20002580,539,1,0,3,0
N20002581,630,0,0,2,1
N20002582,624,0,5,0,0
N20002583,612,1,0,1,0
N20002584,685,1,0,0,0
N20002585,605,1,0,0,1
N20002586,600,0,0,0,7
N20002587,331,2,1,3,1
N20002588,526,7,0,0,35
N20002589,493,5,0,1,8
N20002590,461,5,0,1,0
N20002591,359,3,2,0,1
N20002592,437,1,0,1,2
N20002593,653,0,0,0,1
N20002594,449,5,0,4,52
N20002595,575,1,0,1,5
N20002596,327,3,0,0,3
N20002597,381,2,0,3,10
N20002598,383,5,0,0,0
N20002599,399,3,0,8,1
N20002600,548,8,0,4,0
N20002601,427,10,2,2,20
N20002602,480,4,0,0,1
N20002603,605,0,0,1,1
N20002604,665,5,5,3,19
N20002605,535,4,1,1,14
N20002606,717,1,0,6,13
N20002607,301,5,1,0,0
N20002608,195,2,2,6,6
N20002609,390,2,2,1,9
N20002610,361,2,0,1,0
N20002611,508,11,1,8,28
N20002612,487,13,1,1,3
N20002613,607,21,0,7,119
N20002614,395,8,1,0,0
N20002615,441,13,2,0,104
N20002616,332,2,4,5,6
N20002617,494,8,8,2,273
N20002618,410,3,0,0,0
N20002619,554,11,0,3,5
N20002620,455,6,1,5,79
N20002621,416,2,0,5,1
N20002622,433,5,0,1,1
N20002623,327,18,1,2,0
N20002624,437,3,0,2,1
N20002625,307,2,0,0,31
N20002626,362,0,0,4,0
N20002627,214,8,2,2,0
N20002628,484,9,7,9,28
N20002629,593,0,0,0,11
N20002630,319,7,0,0,1
N20002631,388,2,0,1,1
N20002632,445,6,9,1,0
N20002633,462,18,0,7,0
N20002634,457,5,0,6,1
N20002635,396,5,0,4,1
N20002636,276,3,0,1,1
N20002637,553,0,0,3,0
N20002638,384,3,2,4,0
N20002639,674,2,0,3,0
N20002640,699,5,1,9,0
N20002641,481,1,0,3,1
N20002642,585,0,0,0,0
N20002643,514,1,0,3,0
N20002644,351,0,1,1,0
N20002645,673,0,0,5,0
N20002646,736,1,0,0,1
N20002647,718,1,0,0,3
N20002648,681,1,1,4,0
N20002649,403,1,0,0,1
N20002650,406,0,0,1,0
N20002651,444,3,0,1,2
N20002652,602,1,0,1,0
N20002653,522,0,1,1,0
N20002654,668,0,2,0,1
N20002655,551,4,2,0,0
N20002656,484,4,0,0,2
N20002657,280,0,1,2,0
N20002658,598,4,1,1,2
N20002659,276,1,0,0,1
N20002660,411,0,0,0,0
N20002661,351,1,1,7,0
N20002662,653,1,1,2,0
N20002663,747,0,0,0,1
N20002664,573,2,4,2,2
N20002665,261,0,6,0,1
N20002666,466,2,4,2,25
N20002667,337,6,3,4,0
N20002668,569,2,0,0,0
N20002669,483,0,0,1,8
N20002670,546,6,2,2,0
N20002671,652,7,5,9,6
N20002672,210,0,2,1,0
N20002673,433,9,1,0,1
N20002674,433,0,0,1,0
N20002675,314,1,0,4,0
N20002676,675,0,0,4,0
N20002677,568,0,0,0,0
N20002678,635,0,1,4,0
N20002679,441,0,0,2,0
N20002680,411,4,0,0,0
N20002681,595,9,0,0,2
N20002682,653,1,3,1,0
N20002683,435,2,0,4,0
N20002684,357,0,0,1,0
N20002685,352,1,0,2,0
N20002686,419,0,0,0,3
N20002687,587,3,0,5,1
N20002688,451,0,2,4,0
N20002689,465,1,1,4,1
N20002690,417,0,0,0,0
N20002691,633,7,2,2,0
N20002692,459,3,0,11,0
N20002693,343,0,0,0,0
N20002694,430,0,0,0,0
N20002695,460,0,0,1,0
N20002696,416,2,0,2,0
N20002697,444,1,0,0,1
N20002698,441,1,0,4,1
N20002699,517,0,1,4,0
N20002700,415,0,0,0,1
N20002701,364,4,4,0,0
N20002702,302,1,0,0,0
N20002703,249,0,0,0,0
N20002704,306,0,1,2,0
N20002705,398,0,0,0,2
N20002706,290,0,1,1,1
N20002707,390,12,0,1,0
N20002708,342,7,1,1,0
N20002709,709,2,1,1,1
N20002710,531,0,0,3,0
N20002711,381,1,1,1,0
N20002712,293,4,0,1,0
N20002713,442,2,4,4,0
N20002714,402,2,1,6,0
N20002715,505,1,0,0,0
N20002716,766,3,0,4,0
N20002717,285,3,2,1,1
N20002718,429,5,2,3,2
N20002719,433,1,0,1,0
N20002720,405,0,0,5,0
N20002721,201,0,0,0,0
N20002722,400,4,4,2,0
N20002723,413,3,5,1,1
N20002724,305,3,6,1,2
N20002725,264,1,1,1,1
N20002726,539,3,1,0,1
N20002727,407,7,10,4,1
N20002728,407,0,0,8,0
N20002729,149,0,1,1,0
N20002730,438,0,1,1,0
N20002731,561,11,0,6,0
N20002732,414,0,0,5,0
N20002733,430,3,1,1,5
N20002734,266,14,1,2,0
N20002735,498,1,11,0,2
N20002736,388,0,1,0,0
N20002737,566,0,0,0,0
N20002738,420,3,1,0,0
N20002739,609,1,2,0,3
N20002740,593,4,0,4,0
N20002741,470,0,1,1,0
N20002742,836,3,0,7,0
N20002743,875,0,0,5,1
N20002744,783,1,0,2,0
N20002745,523,2,0,0,1
N20002746,665,1,0,1,1
N20002747,601,0,0,1,3
N20002748,446,2,2,4,5
N20002749,363,1,0,0,0
N20002750,356,1,0,4,2
N20002751,566,0,1,1,0
N20002752,328,1,0,1,0
N20002753,413,5,4,9,0
N20002754,290,1,1,3,1
N20002755,485,6,0,4,0
N20002756,376,6,1,1,0
N20002757,474,6,0,8,0
N20002758,404,2,1,6,1
N20002759,216,1,0,3,0
N20002760,451,10,1,3,0
N20002761,547,7,1,1,2
N20002762,622,3,0,3,1
N20002763,444,0,1,0,0
N20002764,542,1,1,3,1
N20002765,584,0,4,0,3
N20002766,287,0,1,5,0
N20002767,401,4,0,3,0
N20002768,812,3,2,19,0
N20002769,546,3,1,12,2
N20002770,691,3,0,2,5
N20002771,318,8,0,0,0
N20002772,377,2,0,2,0
N20002773,382,0,1,2,1
N20002774,746,6,2,8,0
N20002775,747,10,0,12,0
N20002776,267,4,0,2,0
N20002777,421,1,1,1,1
N20002778,682,2,0,1,3
N20002779,437,0,1,6,0
N20002780,546,13,1,4,0
N20002781,587,3,0,1,0
N20002782,363,2,0,0,0
N20002783,383,2,0,1,0
N20002784,349,8,0,0,4
N20002785,345,1,1,4,0
N20002786,495,5,1,4,0
N20002787,401,0,0,0,2
N20002788,419,12,0,5,2
