dz_2021_code,hours_15_or_less_worked_per_week,hours_16_30_worked_per_week,hours_31_48_worked_per_week,hours_49_worked_per_week,not_applicable
N20001829,43,70,152,13,412
N20001830,17,42,92,6,391
N20001831,11,60,102,5,354
N20001832,17,43,44,1,334
N20001833,12,52,84,9,250
N20001834,39,59,158,19,279
N20001835,15,32,60,5,311
N20001836,27,52,122,12,502
N20001837,19,54,97,5,401
N20001838,17,47,75,0,371
N20001839,21,38,129,12,187
N20001840,17,35,109,17,270
N20001841,18,37,59,4,327
N20001842,19,51,68,7,304
N20001843,27,64,107,8,375
N20001844,28,63,183,14,386
N20001845,23,65,118,6,453
N20001846,13,27,91,12,179
N20001847,23,38,158,12,391
N20001848,27,64,116,5,397
N20001849,16,30,87,2,227
N20001850,23,40,143,50,355
N20001851,28,43,172,27,228
N20001852,19,36,124,19,330
N20001853,21,66,86,6,349
N20001854,15,25,125,24,311
N20001855,18,44,134,12,227
N20001856,22,48,81,6,355
N20001857,17,42,67,6,294
N20001858,23,51,148,17,266
N20001859,24,66,188,9,288
N20001860,14,24,100,15,229
N20001861,17,31,134,7,180
N20001862,14,41,129,5,200
N20001863,15,49,116,4,271
N20001864,12,18,46,4,244
N20001865,12,28,83,6,122
N20001866,17,33,110,5,204
N20001867,21,49,139,11,233
N20001868,16,45,99,6,296
N20001869,23,59,113,13,300
N20001870,10,22,45,9,168
N20001871,18,45,151,20,342
N20001872,24,54,233,19,300
N20001873,27,43,117,8,394
N20001874,26,45,119,6,276
N20001875,21,52,142,7,414
N20001876,20,58,135,14,276
N20001877,29,57,138,11,290
N20001878,14,39,135,12,262
N20001879,20,50,140,16,292
N20001880,15,39,74,3,257
N20001881,15,38,89,6,176
N20001882,13,55,109,7,233
N20001883,25,47,138,11,294
N20001884,63,81,316,39,441
N20001885,15,64,112,7,383
N20001886,7,11,42,3,284
N20001887,16,34,80,3,299
N20001888,34,58,181,30,397
N20001889,14,45,176,39,316
N20001890,14,54,110,9,326
N20001891,27,59,176,25,265
N20001892,6,41,70,6,380
N20001893,20,54,145,11,254
N20001894,19,40,107,11,212
N20001895,41,44,204,30,346
N20001896,44,92,326,30,506
N20001897,18,41,107,14,226
N20001898,18,54,174,16,213
N20001899,18,50,140,16,222
N20001900,21,50,219,28,213
N20001901,28,73,236,12,312
N20001902,21,62,184,16,290
N20001903,15,40,73,4,281
N20001904,33,58,206,29,309
N20001905,13,54,89,7,279
N20001906,17,39,44,2,280
N20001907,22,32,161,19,259
N20001908,18,35,91,33,258
N20001909,24,38,79,11,364
N20001910,12,41,133,9,288
N20001911,11,37,114,11,195
N20001912,29,58,199,18,340
N20001913,21,57,168,39,312
N20001914,24,30,78,9,291
N20001915,18,26,142,19,178
N20001916,31,47,210,24,401
N20001917,24,53,154,32,280
N20001918,28,73,188,20,331
N20001919,36,66,236,28,367
N20001920,27,42,181,19,246
N20001921,16,59,161,16,346
N20001922,22,40,136,42,246
N20001923,30,56,183,38,350
N20001924,23,43,142,16,349
N20001925,20,55,156,15,274
N20001926,31,32,127,18,237
N20001927,31,57,209,49,448
N20001928,24,23,119,25,245
N20001929,20,48,102,34,224
N20001930,13,36,79,11,213
N20001931,11,25,60,3,208
N20001932,25,61,175,14,247
N20001933,28,72,136,12,379
N20001934,23,54,220,17,275
N20001935,24,53,159,32,353
N20001936,26,56,161,40,346
N20001937,22,48,133,25,231
N20001938,11,48,167,20,205
N20001939,8,30,123,14,191
N20001940,5,29,47,22,144
N20001941,20,30,109,35,193
N20001942,26,62,196,24,275
N20001943,6,22,37,2,189
N20001944,14,44,145,21,272
N20001945,11,35,112,25,225
N20001946,25,86,233,45,453
N20001947,27,51,164,24,337
N20001948,29,62,175,46,349
N20001949,48,74,196,62,466
N20001950,17,59,165,29,281
N20001951,26,52,142,38,288
N20001952,19,49,105,13,381
N20001953,17,38,124,23,233
N20001954,17,47,202,59,338
N20001955,21,66,198,21,314
N20001956,29,52,182,29,291
N20001957,5,14,58,7,151
N20001958,6,24,57,4,124
N20001959,18,44,131,28,306
N20001960,19,47,109,11,240
N20001961,18,48,157,31,293
N20001962,17,50,143,18,273
N20001963,16,31,79,11,218
N20001964,24,46,104,15,226
N20001965,5,31,78,7,136
N20001966,26,62,148,12,351
N20001967,14,58,163,15,342
N20001968,21,29,128,19,221
N20001969,7,22,71,3,249
N20001970,23,34,129,14,208
N20001971,27,59,195,43,350
N20001972,13,28,68,7,260
N20001973,11,31,45,5,330
N20001974,22,43,95,9,256
N20001975,18,28,52,3,275
N20001976,15,49,121,7,364
N20001977,16,47,93,9,348
N20001978,9,53,87,4,323
N20001979,12,39,82,8,292
N20001980,16,35,104,13,361
N20001981,24,31,99,28,231
N20001982,16,55,76,4,336
N20001983,17,44,89,3,369
N20001984,14,32,82,8,337
N20001985,18,29,116,8,267
N20001986,33,82,203,10,349
N20001987,39,74,197,16,435
N20001988,34,71,174,59,415
N20001989,32,67,188,64,361
N20001990,27,76,205,69,427
N20001991,19,42,108,39,262
N20001992,15,33,78,27,272
N20001993,4,26,50,9,148
N20001994,29,53,152,17,267
N20001995,29,54,119,14,257
N20001996,15,47,124,10,305
N20001997,27,58,186,17,355
N20001998,19,74,163,27,442
N20001999,12,23,71,7,185
N20002000,17,36,113,11,327
N20002001,11,45,117,10,340
N20002002,10,32,112,9,239
N20002003,4,19,46,4,239
N20002004,15,50,143,19,319
N20002005,28,61,145,27,292
N20002006,26,53,127,34,313
N20002007,20,50,129,28,356
N20002008,39,47,165,52,313
N20002009,21,37,79,11,277
N20002010,19,27,84,12,296
N20002011,25,41,121,16,358
N20002012,12,17,67,10,266
N20002013,28,56,160,15,449
N20002014,22,47,127,15,323
N20002015,25,45,145,43,275
N20002016,13,22,57,18,238
N20002017,30,50,147,49,281
N20002018,17,34,94,8,253
N20002019,24,45,111,37,269
N20002020,23,20,71,15,310
N20002021,18,29,67,5,236
N20002022,14,59,147,23,285
N20002023,33,41,122,36,357
N20002024,35,66,191,77,312
N20002025,19,59,189,55,376
N20002026,15,38,97,32,261
N20002027,13,36,101,20,235
N20002028,20,39,164,39,291
N20002029,22,54,155,61,372
N20002030,22,58,133,65,299
N20002031,29,71,213,45,370
N20002032,23,53,135,63,320
N20002033,13,32,65,38,181
N20002034,13,28,91,19,210
N20002035,21,50,127,23,241
N20002036,23,43,132,18,262
N20002037,24,77,210,50,446
N20002038,32,57,250,48,443
N20002039,18,82,165,70,363
N20002040,25,65,210,39,414
N20002041,23,52,156,49,318
N20002042,19,39,88,18,360
N20002043,12,26,83,8,196
N20002044,26,44,131,39,284
N20002045,9,29,66,9,227
N20002046,19,48,164,25,382
N20002047,25,35,117,19,244
N20002048,12,61,174,40,309
N20002049,18,43,105,25,270
N20002050,15,39,135,30,269
N20002051,22,44,200,45,385
N20002052,21,54,144,49,333
N20002053,15,54,133,24,341
N20002054,18,59,119,11,372
N20002055,28,72,184,69,459
N20002056,21,46,110,33,267
N20002057,16,34,159,47,343
N20002058,22,71,185,42,404
N20002059,18,35,95,21,244
N20002060,24,58,140,22,384
N20002061,38,80,201,64,495
N20002062,30,54,155,30,315
N20002063,18,40,140,42,297
N20002064,28,31,127,24,249
N20002065,36,69,193,58,367
N20002066,37,85,243,56,526
N20002067,16,43,144,31,252
N20002068,29,64,146,50,375
N20002069,29,76,239,46,415
N20002070,21,26,110,26,264
N20002071,29,61,167,46,346
N20002072,12,51,119,49,238
N20002073,27,68,198,48,348
N20002074,16,43,138,26,268
N20002075,13,40,136,63,294
N20002076,18,39,148,31,283
N20002077,23,52,208,47,371
N20002078,17,40,133,26,241
N20002079,20,59,208,57,380
N20002080,17,48,136,37,290
N20002081,14,50,122,38,282
N20002082,12,41,111,34,222
N20002083,20,41,107,39,257
N20002084,33,51,111,24,310
N20002085,10,21,65,6,128
N20002086,31,71,179,21,429
N20002087,29,60,176,31,273
N20002088,20,55,168,23,264
N20002089,14,31,58,3,224
N20002090,37,47,184,24,278
N20002091,20,43,90,9,243
N20002092,17,63,165,24,317
N20002093,19,54,173,29,314
N20002094,33,50,207,33,266
N20002095,23,47,126,8,355
N20002096,16,24,87,8,198
N20002097,17,40,123,17,284
N20002098,28,56,114,25,418
N20002099,17,43,81,26,213
N20002100,20,53,137,37,274
N20002101,11,13,54,6,139
N20002102,24,45,122,27,295
N20002103,12,33,109,11,241
N20002104,22,45,134,13,213
N20002105,9,28,75,10,146
N20002106,23,53,97,22,304
N20002107,19,32,82,23,222
N20002108,30,59,149,22,331
N20002109,20,40,126,31,265
N20002110,13,29,53,7,162
N20002111,18,34,99,28,296
N20002112,21,33,87,13,185
N20002113,32,33,117,26,279
N20002114,17,40,91,13,196
N20002115,13,24,98,20,200
N20002116,30,51,104,11,331
N20002117,15,57,115,24,244
N20002118,12,40,119,20,204
N20002119,22,53,115,20,275
N20002120,15,58,182,41,265
N20002121,15,53,181,51,332
N20002122,25,59,181,48,355
N20002123,17,58,154,29,262
N20002124,21,42,125,20,315
N20002125,17,36,100,40,291
N20002126,22,49,103,24,319
N20002127,24,53,165,30,308
N20002128,8,43,105,35,272
N20002129,22,72,144,33,345
N20002130,31,65,176,56,335
N20002131,11,29,77,20,296
N20002132,17,47,111,21,251
N20002133,27,45,165,19,298
N20002134,24,29,78,11,282
N20002135,17,27,109,17,179
N20002136,7,11,25,3,107
N20002137,19,47,134,15,309
N20002138,14,23,61,10,289
N20002139,26,60,164,62,334
N20002140,25,39,130,28,241
N20002141,9,39,93,28,210
N20002142,16,60,198,49,374
N20002143,24,58,147,25,268
N20002144,21,72,194,41,341
N20002145,28,61,147,44,300
N20002146,17,43,94,14,290
N20002147,26,54,170,55,329
N20002148,24,60,175,56,328
N20002149,26,51,98,8,266
N20002150,17,39,107,29,193
N20002151,17,52,160,51,261
N20002152,22,45,133,28,285
N20002153,26,46,165,48,242
N20002154,26,49,113,20,309
N20002155,29,64,157,48,357
N20002156,40,39,161,44,289
N20002157,21,49,156,49,313
N20002158,26,55,121,42,230
N20002159,24,28,96,15,218
N20002160,38,61,207,57,328
N20002161,33,74,187,47,434
N20002162,30,45,146,37,302
N20002163,16,35,104,20,203
N20002164,43,79,240,64,431
N20002165,23,68,131,48,327
N20002166,10,32,72,15,187
N20002167,9,20,52,7,199
N20002168,38,82,189,56,347
N20002169,11,23,72,24,220
N20002170,14,18,56,6,268
N20002171,34,50,112,23,334
N20002172,12,23,62,14,192
N20002173,26,58,146,42,278
N20002174,26,54,161,60,365
N20002175,22,55,158,39,287
N20002176,35,81,190,56,383
N20002177,31,60,138,48,332
N20002178,17,49,136,35,294
N20002179,20,40,134,17,246
N20002180,27,65,146,56,287
N20002181,27,47,181,26,301
N20002182,32,61,187,21,273
N20002183,33,50,121,17,562
N20002184,14,20,93,7,314
N20002185,17,35,74,9,214
N20002186,13,24,85,11,178
N20002187,29,52,180,28,269
N20002188,4,29,54,11,172
N20002189,14,33,102,14,229
N20002190,30,58,180,21,380
N20002191,13,32,63,6,245
N20002192,20,38,117,14,368
N20002193,26,47,135,12,303
N20002194,22,38,89,7,302
N20002195,15,23,127,17,310
N20002196,41,57,183,25,391
N20002197,17,30,90,8,244
N20002198,16,19,97,19,190
N20002199,15,19,83,6,157
N20002200,18,41,117,11,320
N20002201,14,29,97,9,145
N20002202,24,46,107,13,293
N20002203,8,15,66,7,206
N20002204,11,23,67,3,237
N20002205,9,23,53,5,177
N20002206,12,27,83,10,158
N20002207,19,35,116,17,264
N20002208,12,33,73,11,223
N20002209,12,32,94,21,228
N20002210,30,51,150,18,338
N20002211,19,37,75,18,213
N20002212,14,22,68,1,267
N20002213,31,68,197,29,379
N20002214,15,38,154,16,213
N20002215,24,45,181,19,272
N20002216,38,63,186,14,355
N20002217,29,50,111,14,249
N20002218,25,47,142,13,258
N20002219,26,67,202,30,370
N20002220,17,38,157,21,257
N20002221,23,52,149,54,274
N20002222,17,32,89,24,245
N20002223,33,52,130,26,327
N20002224,33,47,168,38,279
N20002225,23,38,121,34,253
N20002226,26,62,194,54,357
N20002227,22,39,104,25,245
N20002228,30,43,144,28,274
N20002229,26,41,102,17,247
N20002230,16,32,113,39,237
N20002231,39,73,191,43,411
N20002232,15,45,116,35,213
N20002233,19,70,166,27,351
N20002234,26,53,129,30,233
N20002235,28,43,141,24,300
N20002236,26,59,216,20,362
N20002237,29,62,188,33,439
N20002238,32,74,182,18,354
N20002239,32,72,172,42,340
N20002240,32,61,159,50,353
N20002241,13,22,71,14,220
N20002242,29,40,156,44,401
N20002243,30,31,115,27,293
N20002244,20,39,115,42,261
N20002245,23,63,194,38,363
N20002246,22,56,144,46,277
N20002247,29,58,143,29,353
N20002248,36,71,209,53,468
N20002249,33,37,138,45,335
N20002250,15,58,131,34,268
N20002251,29,44,140,36,274
N20002252,24,63,144,15,288
N20002253,17,35,103,6,135
N20002254,19,39,166,16,246
N20002255,7,32,71,5,159
N20002256,19,45,134,15,225
N20002257,24,48,215,34,306
N20002258,21,58,165,31,308
N20002259,28,50,157,28,230
N20002260,22,45,165,40,264
N20002261,30,48,138,33,232
N20002262,28,57,156,23,220
N20002263,12,28,164,24,199
N20002264,18,47,141,17,285
N20002265,8,23,75,11,145
N20002266,15,49,140,31,290
N20002267,14,11,89,13,179
N20002268,55,106,262,91,562
N20002269,22,55,201,20,332
N20002270,6,20,86,14,120
N20002271,15,46,144,38,209
N20002272,21,43,210,36,232
N20002273,23,53,150,23,292
N20002274,20,42,134,42,273
N20002275,25,63,225,35,251
N20002276,25,42,128,31,266
N20002277,34,66,187,44,376
N20002278,19,42,90,19,215
N20002279,7,15,72,14,143
N20002280,24,47,114,22,233
N20002281,36,49,160,51,356
N20002282,17,33,114,22,236
N20002283,11,12,51,19,125
N20002284,56,70,204,88,421
N20002285,36,44,162,45,255
N20002286,28,29,89,35,206
N20002287,28,57,141,41,264
N20002288,40,93,293,32,434
N20002289,71,93,244,62,434
N20002290,27,48,160,14,234
N20002291,19,40,100,9,216
N20002292,29,73,230,33,317
N20002293,32,49,132,36,264
N20002294,27,50,131,45,259
N20002295,35,60,171,51,309
N20002296,21,86,251,37,325
N20002297,34,65,150,44,279
N20002298,27,52,133,32,221
N20002299,31,39,156,32,244
N20002300,19,48,211,28,274
N20002301,18,28,86,27,174
N20002302,30,41,117,24,255
N20002303,24,55,195,32,250
N20002304,26,36,111,25,181
N20002305,17,49,230,29,239
N20002306,17,62,234,38,234
N20002307,17,27,121,21,156
N20002308,16,49,195,22,214
N20002309,15,49,250,35,215
N20002310,55,75,247,49,355
N20002311,24,33,101,34,236
N20002312,22,47,219,19,277
N20002313,39,67,181,21,223
N20002314,15,30,139,2,116
N20002315,24,45,166,19,180
N20002316,15,28,108,12,168
N20002317,38,56,195,27,278
N20002318,21,37,101,40,641
N20002319,32,74,218,42,370
N20002320,34,88,292,33,301
N20002321,25,45,231,26,234
N20002322,26,77,205,27,307
N20002323,27,61,216,35,284
N20002324,36,61,197,38,333
N20002325,19,65,189,17,267
N20002326,20,35,168,22,328
N20002327,22,28,104,9,203
N20002328,24,54,156,15,231
N20002329,30,71,141,16,399
N20002330,19,43,140,10,313
N20002331,14,33,34,4,323
N20002332,29,63,151,14,369
N20002333,22,38,105,16,205
N20002334,28,88,132,7,454
N20002335,18,49,56,9,331
N20002336,30,92,246,24,258
N20002337,24,41,117,11,276
N20002338,18,12,53,13,162
N20002339,18,42,126,8,234
N20002340,14,19,44,6,148
N20002341,21,53,167,22,270
N20002342,14,40,259,20,169
N20002343,26,25,98,13,197
N20002344,34,62,265,28,225
N20002345,16,37,91,12,218
N20002346,20,37,101,15,206
N20002347,21,60,124,6,322
N20002348,19,39,137,12,205
N20002349,19,51,285,25,279
N20002350,19,48,154,20,255
N20002351,21,55,270,32,293
N20002352,25,53,94,8,326
N20002353,39,98,270,28,388
N20002354,8,29,74,9,192
N20002355,14,54,137,11,274
N20002356,27,49,137,14,248
N20002357,12,55,123,10,232
N20002358,12,38,149,22,148
N20002359,10,25,57,7,125
N20002360,14,38,140,18,291
N20002361,22,36,79,4,249
N20002362,21,69,170,21,376
N20002363,26,62,155,12,260
N20002364,23,31,119,13,283
N20002365,8,38,59,8,185
N20002366,17,50,147,13,264
N20002367,21,34,129,8,264
N20002368,14,43,113,5,336
N20002369,20,43,136,9,216
N20002370,28,55,76,8,310
N20002371,19,36,90,7,288
N20002372,27,57,173,26,407
N20002373,26,69,144,19,441
N20002374,21,38,113,13,314
N20002375,17,36,75,7,273
N20002376,11,15,56,9,135
N20002377,30,59,245,26,318
N20002378,21,40,116,20,340
N20002379,33,70,179,13,460
N20002380,17,42,120,10,234
N20002381,26,44,139,10,238
N20002382,22,64,159,17,378
N20002383,17,20,139,10,222
N20002384,13,57,141,8,277
N20002385,15,49,236,21,296
N20002386,29,78,203,18,311
N20002387,25,48,222,18,315
N20002388,15,57,86,7,415
N20002389,22,52,219,19,253
N20002390,35,65,175,10,303
N20002391,12,21,79,7,139
N20002392,18,49,319,46,336
N20002393,19,51,181,17,305
N20002394,25,49,126,13,254
N20002395,6,27,217,19,127
N20002396,12,30,110,12,186
N20002397,22,44,140,18,252
N20002398,14,41,139,16,245
N20002399,40,64,207,36,358
N20002400,13,32,71,4,184
N20002401,12,31,101,22,238
N20002402,23,38,112,30,210
N20002403,20,40,147,28,169
N20002404,44,81,373,113,433
N20002405,22,50,133,21,288
N20002406,24,41,133,25,339
N20002407,8,26,72,9,136
N20002408,39,53,167,18,288
N20002409,16,44,80,4,270
N20002410,13,43,105,12,225
N20002411,22,62,211,18,277
N20002412,17,36,124,24,276
N20002413,14,22,63,15,192
N20002414,12,49,175,9,283
N20002415,25,47,119,14,237
N20002416,15,29,87,14,267
N20002417,26,29,114,26,318
N20002418,24,49,145,16,191
N20002419,5,25,99,19,130
N20002420,26,43,106,12,288
N20002421,7,16,73,7,173
N20002422,18,17,62,7,165
N20002423,12,42,116,7,325
N20002424,30,46,136,27,294
N20002425,28,52,154,45,343
N20002426,25,39,141,33,222
N20002427,40,40,126,20,294
N20002428,12,20,81,7,114
N20002429,19,49,113,13,380
N20002430,18,28,117,37,229
N20002431,22,48,82,5,281
N20002432,21,30,93,8,333
N20002433,22,34,94,40,244
N20002434,11,30,80,11,135
N20002435,19,45,221,48,336
N20002436,16,25,165,23,219
N20002437,30,69,235,43,334
N20002438,33,44,122,41,236
N20002439,40,73,189,75,388
N20002440,38,60,173,33,340
N20002441,38,61,183,33,303
N20002442,40,48,147,46,266
N20002443,31,27,87,23,246
N20002444,37,43,165,45,287
N20002445,45,47,154,45,291
N20002446,30,49,147,50,328
N20002447,33,61,148,41,299
N20002448,17,48,173,17,230
N20002449,44,59,151,42,252
N20002450,33,51,152,24,272
N20002451,31,53,143,53,314
N20002452,41,61,123,36,246
N20002453,26,43,123,24,241
N20002454,24,57,181,23,335
N20002455,14,39,105,19,198
N20002456,27,80,218,27,315
N20002457,20,39,188,15,231
N20002458,28,64,171,27,280
N20002459,21,43,153,14,261
N20002460,12,22,93,7,113
N20002461,22,59,242,31,372
N20002462,19,44,141,12,264
N20002463,20,39,154,16,222
N20002464,11,31,148,14,233
N20002465,17,35,147,9,218
N20002466,6,28,86,8,112
N20002467,29,53,223,21,331
N20002468,15,36,181,24,301
N20002469,16,38,148,9,157
N20002470,29,60,214,30,341
N20002471,14,46,173,20,159
N20002472,21,43,113,23,265
N20002473,17,32,130,15,251
N20002474,35,65,281,35,298
N20002475,16,36,126,19,270
N20002476,33,56,263,40,301
N20002477,17,32,139,26,194
N20002478,48,61,232,35,418
N20002479,16,41,117,18,144
N20002480,10,52,226,47,278
N20002481,37,70,190,21,414
N20002482,28,53,265,36,317
N20002483,38,96,265,52,362
N20002484,25,43,194,36,541
N20002485,10,36,123,23,215
N20002486,9,22,72,11,154
N20002487,30,70,260,39,336
N20002488,20,40,204,25,268
N20002489,19,34,105,6,172
N20002490,24,46,149,17,397
N20002491,26,55,158,24,293
N20002492,27,36,117,19,151
N20002493,8,27,55,7,257
N20002494,20,42,160,26,166
N20002495,39,54,220,36,317
N20002496,39,90,247,30,332
N20002497,14,49,179,19,212
N20002498,16,50,123,23,190
N20002499,36,61,200,42,350
N20002500,50,104,301,39,420
N20002501,29,48,170,16,240
N20002502,20,53,129,13,199
N20002503,33,63,209,23,239
N20002504,6,27,93,10,167
N20002505,21,57,175,32,246
N20002506,16,33,106,14,156
N20002507,9,14,56,7,141
N20002508,15,46,193,24,242
N20002509,19,53,250,25,217
N20002510,16,50,96,8,174
N20002511,18,52,130,12,290
N20002512,15,45,119,11,281
N20002513,14,30,96,11,208
N20002514,20,72,166,9,329
N20002515,28,54,198,21,260
N20002516,20,62,231,17,254
N20002517,14,36,69,5,185
N20002518,17,60,182,20,183
N20002519,14,31,109,13,133
N20002520,29,37,126,18,329
N20002521,21,59,139,7,264
N20002522,15,42,91,7,215
N20002523,21,47,85,4,202
N20002524,20,55,187,10,253
N20002525,15,32,92,20,211
N20002526,12,41,287,21,205
N20002527,23,71,165,9,366
N20002528,4,34,171,13,122
N20002529,13,48,82,1,204
N20002530,15,59,108,10,270
N20002531,9,29,116,7,161
N20002532,16,58,130,21,239
N20002533,13,34,76,9,207
N20002534,23,53,136,23,306
N20002535,17,40,114,18,174
N20002536,22,54,183,26,278
N20002537,7,29,71,10,212
N20002538,11,46,203,26,149
N20002539,22,38,182,22,152
N20002540,16,35,108,51,221
N20002541,32,42,96,33,258
N20002542,9,32,113,15,199
N20002543,17,13,66,23,148
N20002544,14,41,115,6,209
N20002545,29,61,198,19,294
N20002546,27,53,217,27,286
N20002547,33,60,134,52,355
N20002548,29,58,181,44,337
N20002549,21,46,148,41,304
N20002550,25,66,155,43,303
N20002551,28,53,108,22,209
N20002552,21,43,128,33,232
N20002553,32,33,114,37,218
N20002554,7,24,90,4,229
N20002555,23,46,152,16,274
N20002556,24,46,123,9,303
N20002557,23,54,186,14,294
N20002558,6,25,89,2,218
N20002559,24,30,102,15,209
N20002560,17,33,69,10,255
N20002561,17,38,130,26,220
N20002562,16,47,166,18,308
N20002563,38,81,192,42,387
N20002564,32,65,169,49,350
N20002565,16,32,99,17,123
N20002566,14,29,124,12,209
N20002567,26,57,190,14,274
N20002568,17,29,112,12,160
N20002569,29,39,107,21,175
N20002570,16,42,117,20,227
N20002571,11,46,157,18,268
N20002572,22,63,177,14,273
N20002573,27,42,136,23,263
N20002574,32,69,251,23,279
N20002575,7,11,21,2,137
N20002576,24,55,155,15,319
N20002577,39,44,154,45,306
N20002578,16,52,192,19,254
N20002579,31,73,160,19,275
N20002580,21,54,139,42,287
N20002581,32,62,182,39,318
N20002582,33,58,182,48,308
N20002583,29,56,185,35,309
N20002584,32,84,200,28,340
N20002585,28,50,187,41,301
N20002586,26,49,184,27,320
N20002587,7,38,74,7,211
N20002588,22,48,118,14,366
N20002589,19,34,108,6,340
N20002590,17,43,154,20,233
N20002591,20,35,80,6,223
N20002592,18,48,140,13,222
N20002593,27,58,222,21,326
N20002594,14,32,94,3,367
N20002595,27,45,141,19,348
N20002596,16,29,89,11,188
N20002597,15,38,119,10,211
N20002598,16,26,147,12,187
N20002599,17,39,113,10,232
N20002600,32,50,160,11,308
N20002601,20,35,115,9,281
N20002602,27,39,134,16,271
N20002603,28,62,138,20,360
N20002604,29,54,172,17,424
N20002605,26,64,150,14,301
N20002606,29,66,187,11,445
N20002607,15,24,72,6,191
N20002608,8,12,45,6,141
N20002609,20,33,129,14,208
N20002610,22,33,106,8,194
N20002611,21,32,213,12,278
N20002612,24,47,155,8,271
N20002613,32,71,281,18,350
N20002614,5,24,94,7,274
N20002615,20,55,161,15,306
N20002616,16,28,73,4,229
N20002617,25,70,299,25,366
N20002618,24,32,90,24,242
N20002619,31,45,93,6,398
N20002620,18,56,140,17,315
N20002621,14,46,118,15,233
N20002622,18,41,78,7,296
N20002623,6,23,74,18,228
N20002624,22,34,102,33,253
N20002625,8,37,91,6,202
N20002626,20,40,80,3,223
N20002627,11,18,41,0,156
N20002628,11,38,194,22,272
N20002629,18,56,149,9,372
N20002630,11,42,111,16,147
N20002631,18,39,82,4,246
N20002632,24,55,165,19,202
N20002633,26,50,131,17,264
N20002634,14,48,157,23,227
N20002635,26,37,116,11,216
N20002636,8,21,77,9,167
N20002637,29,54,189,33,251
N20002638,12,33,136,9,203
N20002639,22,71,194,65,327
N20002640,20,55,188,25,425
N20002641,18,42,138,31,257
N20002642,31,43,143,43,324
N20002643,23,52,130,43,269
N20002644,9,37,118,18,171
N20002645,30,66,201,43,338
N20002646,42,66,225,55,351
N20002647,32,74,189,63,364
N20002648,30,71,187,70,328
N20002649,15,52,119,33,186
N20002650,19,40,86,34,230
N20002651,23,45,114,35,231
N20002652,25,59,152,29,339
N20002653,24,44,134,39,283
N20002654,45,59,200,29,338
N20002655,33,45,157,31,291
N20002656,23,45,109,23,290
N20002657,9,23,75,5,171
N20002658,35,64,164,50,293
N20002659,9,28,76,9,156
N20002660,20,29,102,14,247
N20002661,9,31,101,15,204
N20002662,21,75,182,54,323
N20002663,43,87,197,49,372
N20002664,28,62,158,51,284
N20002665,8,23,46,2,189
N20002666,18,33,137,17,294
N20002667,11,43,115,7,174
N20002668,43,51,155,64,258
N20002669,12,43,138,9,288
N20002670,22,49,138,11,336
N20002671,16,45,125,6,488
N20002672,11,18,65,6,113
N20002673,18,47,72,3,303
N20002674,20,48,122,27,217
N20002675,16,35,101,18,150
N20002676,35,69,216,38,322
N20002677,31,42,154,36,305
N20002678,30,51,181,37,343
N20002679,26,57,138,35,189
N20002680,13,42,113,14,233
N20002681,29,74,179,31,293
N20002682,22,60,211,37,328
N20002683,16,40,152,14,220
N20002684,17,34,102,29,177
N20002685,16,38,75,33,193
N20002686,11,34,94,23,260
N20002687,20,59,170,24,321
N20002688,10,39,101,15,292
N20002689,32,39,97,17,287
N20002690,24,48,110,37,199
N20002691,43,58,169,45,329
N20002692,29,29,120,20,275
N20002693,26,26,66,8,218
N20002694,29,43,110,34,215
N20002695,21,43,102,20,275
N20002696,17,39,102,15,248
N20002697,21,38,129,11,247
N20002698,20,38,65,5,321
N20002699,25,56,171,12,258
N20002700,21,47,148,12,188
N20002701,23,43,100,6,201
N20002702,6,21,83,8,186
N20002703,8,18,64,4,154
N20002704,7,39,66,5,191
N20002705,15,46,137,15,186
N20002706,13,35,93,12,139
N20002707,17,42,127,11,206
N20002708,15,33,69,6,228
N20002709,27,77,147,15,448
N20002710,18,50,116,6,344
N20002711,21,31,68,4,259
N20002712,11,26,62,3,197
N20002713,20,40,100,11,280
N20002714,17,28,102,9,257
N20002715,16,41,108,16,325
N20002716,35,80,259,17,383
N20002717,7,29,87,3,166
N20002718,11,45,118,6,261
N20002719,10,30,58,6,328
N20002720,15,30,89,4,274
N20002721,11,8,40,5,137
N20002722,17,30,76,17,270
N20002723,13,31,65,6,308
N20002724,12,29,74,9,193
N20002725,14,17,74,5,158
N20002726,18,42,140,21,323
N20002727,10,36,96,13,274
N20002728,10,33,125,15,232
N20002729,3,6,13,3,127
N20002730,17,55,174,20,173
N20002731,22,58,210,25,263
N20002732,24,38,110,19,227
N20002733,13,43,188,18,176
N20002734,11,19,58,6,188
N20002735,21,35,129,18,309
N20002736,25,40,102,12,210
N20002737,24,59,185,41,257
N20002738,13,39,170,20,182
N20002739,28,52,146,36,353
N20002740,28,62,182,10,318
N20002741,16,36,135,16,269
N20002742,36,79,234,64,433
N20002743,51,86,223,54,467
N20002744,36,74,218,74,384
N20002745,19,49,148,28,282
N20002746,42,57,190,68,311
N20002747,25,62,191,43,285
N20002748,23,49,124,17,246
N20002749,14,24,89,14,222
N20002750,13,40,115,20,175
N20002751,24,56,162,28,299
N20002752,12,19,106,9,184
N20002753,18,49,118,14,233
N20002754,11,28,87,10,160
N20002755,20,45,113,19,298
N20002756,11,30,77,11,255
