dz_2021_code,white,irish_traveller,roma,indian,chinese,filipino,pakistani,arab,other_asian,black_african,black_other,mixed,other_ethnicities
N20000891,330,0,0,5,7,3,0,0,1,11,1,12,0
N20000892,485,1,0,0,0,1,0,0,3,24,0,4,5
N20000893,469,0,0,10,1,2,0,0,7,13,0,12,3
N20000894,537,1,0,0,6,0,0,0,0,4,0,0,0
N20000895,212,0,0,6,3,0,0,0,0,1,0,6,5
N20000896,699,0,0,7,0,0,0,0,4,9,1,10,0
N20000897,402,0,0,4,0,0,0,0,0,0,0,0,5
N20000898,251,0,0,0,4,0,0,0,0,6,1,7,1
N20000899,384,0,3,0,5,0,0,1,0,18,4,25,4
N20000900,328,0,0,4,0,0,0,0,0,13,0,13,0
N20000901,333,0,0,4,6,1,0,0,1,1,1,4,6
N20000902,592,1,0,4,4,4,0,0,1,0,0,0,0
N20000903,412,0,0,2,3,0,0,0,0,8,0,4,0
N20000904,480,0,0,8,4,0,0,0,2,8,1,10,2
N20000905,358,0,0,15,11,0,3,0,0,9,1,10,1
N20000906,202,0,0,0,0,0,0,0,1,6,0,7,0
N20000907,361,0,0,3,4,0,0,0,1,20,0,11,3
N20000908,359,0,0,12,16,0,3,2,0,12,0,20,6
N20000909,688,0,0,0,0,0,1,0,0,0,0,4,0
N20000910,360,0,0,5,7,0,1,0,0,3,1,6,3
N20000911,262,1,0,0,4,0,0,0,0,6,0,3,0
N20000912,306,0,3,0,1,1,0,0,6,19,0,10,2
N20000913,293,0,0,0,0,0,0,0,0,13,0,10,3
N20000914,315,0,0,0,1,1,0,1,0,8,0,13,3
N20000915,270,0,0,1,0,0,0,1,0,1,0,5,0
N20000916,353,0,0,3,9,0,11,1,2,20,0,3,0
N20000917,415,0,0,1,6,0,0,0,0,2,0,7,4
N20000918,310,0,0,1,0,2,1,0,4,11,5,1,0
N20000919,404,0,0,1,3,0,1,0,0,1,1,9,1
N20000920,308,0,0,10,0,0,0,0,0,5,0,3,0
N20000921,298,0,0,0,0,0,1,0,0,5,0,5,0
N20000922,385,1,0,9,1,0,0,1,1,17,0,3,1
N20000923,348,0,7,1,1,3,0,0,1,0,0,11,0
N20000924,383,3,10,8,12,0,10,0,6,39,1,7,6
N20000925,207,0,0,4,8,0,1,0,3,11,0,5,0
N20000926,306,0,0,5,2,0,1,0,1,3,1,0,2
N20000927,554,0,0,1,7,2,1,0,0,8,6,8,0
N20000928,274,0,0,0,0,0,0,0,1,12,8,8,0
N20000929,305,0,1,4,1,0,0,0,3,1,0,5,0
N20000930,223,0,0,2,0,1,0,0,0,0,1,8,2
N20000931,441,0,6,0,0,0,5,9,3,28,1,14,1
N20000932,329,0,0,5,0,0,1,0,1,7,6,0,3
N20000933,371,0,3,1,5,0,0,0,3,9,2,4,0
N20000934,429,0,16,0,2,1,0,0,2,23,0,13,1
N20000935,445,0,0,1,0,0,0,0,0,2,0,0,0
N20000936,474,0,0,0,12,0,2,0,1,20,0,10,0
N20000937,447,0,0,8,5,0,1,0,0,3,2,4,0
N20000938,280,0,3,8,8,0,0,0,0,0,0,6,1
N20000939,325,0,0,0,0,0,2,0,2,10,0,9,1
N20000940,290,0,0,6,7,0,0,0,5,4,6,6,0
N20000941,595,1,0,5,7,1,0,1,0,0,0,18,1
N20000942,381,0,0,0,0,0,0,10,0,24,5,7,1
N20000943,310,0,14,0,0,1,0,8,6,15,3,3,7
N20000944,320,1,0,6,2,0,3,8,6,16,0,2,0
N20000945,360,0,0,5,3,6,0,0,4,4,0,3,0
N20000946,304,0,0,0,4,0,1,0,0,3,0,6,4
N20000947,353,0,0,0,0,16,0,0,0,0,0,5,0
N20000948,371,0,0,0,0,0,0,0,2,7,0,1,1
N20000949,562,0,0,5,0,2,0,0,0,3,1,5,0
N20000950,426,0,0,1,18,27,0,0,2,0,0,11,0
N20000951,284,0,0,0,0,0,0,0,0,0,1,2,0
N20000952,431,0,0,0,0,0,0,0,0,0,0,5,3
N20000953,564,0,0,5,0,0,0,0,0,0,0,4,0
N20000954,331,0,0,0,0,0,0,1,2,0,1,1,0
N20000955,394,0,0,0,0,0,0,0,0,0,0,0,0
N20000956,799,0,0,5,11,2,0,1,1,0,0,8,0
N20000957,428,0,0,6,1,0,0,0,0,5,0,3,0
N20000958,652,1,0,5,7,0,0,0,2,0,0,0,1
N20000959,496,0,0,0,1,0,0,0,1,0,0,0,0
N20000960,516,0,0,6,5,0,0,0,0,0,0,11,0
N20000961,448,0,0,0,0,0,1,0,2,1,1,1,0
N20000962,647,1,0,4,0,0,0,0,2,0,0,2,0
N20000963,322,0,0,3,4,0,0,0,0,0,1,3,1
N20000964,381,0,0,1,2,0,1,0,0,1,1,0,2
N20000965,502,0,0,0,4,0,7,0,2,0,1,8,4
N20000966,388,0,0,0,9,9,0,1,3,1,2,10,3
N20000967,404,0,0,0,68,0,0,0,3,6,0,5,9
N20000968,512,0,0,5,5,1,7,0,0,0,1,0,1
N20000969,568,0,0,2,5,0,7,0,0,0,0,12,1
N20000970,499,0,0,0,1,0,1,0,3,0,0,14,1
N20000971,520,0,0,0,0,0,5,0,3,0,1,7,0
N20000972,183,1,0,5,4,0,0,8,0,1,1,0,0
N20000973,312,0,0,0,1,0,6,2,1,7,0,0,0
N20000974,435,0,0,0,0,0,0,0,0,0,0,1,1
N20000975,573,0,0,10,0,4,4,0,1,0,0,3,0
N20000976,446,0,0,12,6,9,0,5,3,5,0,11,4
N20000977,391,0,0,23,5,3,0,0,0,1,0,2,1
N20000978,354,0,0,8,3,0,0,0,1,0,0,8,0
N20000979,514,0,0,4,8,0,0,3,0,0,0,7,0
N20000980,485,0,0,2,1,32,0,0,0,3,0,0,0
N20000981,470,0,0,0,1,0,0,0,0,0,0,6,0
N20000982,604,0,0,4,0,0,0,0,0,0,0,10,3
N20000983,581,0,0,6,0,3,0,0,0,1,1,4,1
N20000984,536,0,0,10,1,5,0,0,0,1,0,4,0
N20000985,275,0,0,5,0,0,0,0,0,0,0,6,0
N20000986,327,0,0,0,1,0,0,0,0,1,1,0,0
N20000987,473,0,0,7,5,0,0,0,1,0,0,6,1
N20000988,686,0,0,0,0,0,0,0,0,5,2,6,1
N20000989,430,0,0,0,0,4,1,0,2,0,1,0,0
N20000990,372,0,0,0,0,0,0,0,0,3,0,5,1
N20000991,349,1,0,0,0,0,0,0,0,5,0,0,0
N20000992,395,0,0,0,0,0,0,0,0,0,0,0,0
N20000993,530,0,0,9,0,0,0,0,1,1,0,4,0
N20000994,548,0,0,4,5,1,5,3,0,0,0,4,0
N20000995,753,0,0,5,11,0,0,0,0,0,0,13,0
N20000996,422,0,0,0,1,4,0,0,3,1,0,1,0
N20000997,641,0,0,1,0,1,0,0,1,2,0,13,2
N20000998,360,0,0,0,0,0,0,0,0,0,0,9,0
N20000999,267,0,0,4,0,0,0,0,1,1,0,0,0
N20001000,350,0,0,1,0,0,0,0,2,0,1,5,0
N20001001,459,0,0,0,0,0,0,0,1,0,1,4,0
N20001002,258,0,0,0,0,0,0,0,0,3,1,0,0
N20001003,331,0,0,0,0,0,0,0,0,0,0,0,6
N20001004,455,0,0,0,0,0,0,1,0,0,0,2,2
N20001005,536,0,0,1,0,0,0,0,0,0,0,0,0
N20001006,646,2,1,0,0,0,0,0,0,0,0,4,0
N20001007,756,0,0,0,5,0,0,0,0,2,2,4,0
N20001008,551,0,0,0,0,0,0,0,0,1,1,11,0
N20001009,418,0,0,4,4,0,0,0,0,0,1,3,0
N20001010,432,0,0,1,1,1,0,0,0,0,0,4,0
N20001011,561,0,0,0,0,0,0,0,0,0,0,7,0
N20001012,286,0,0,0,0,0,0,0,0,0,0,5,0
N20001013,538,0,0,3,1,0,0,0,1,0,0,5,0
N20001014,495,0,0,0,4,0,0,0,0,0,0,0,3
N20001015,593,0,0,4,2,0,0,0,1,7,0,5,0
N20001016,610,0,0,19,10,1,0,0,2,0,0,6,7
N20001017,313,0,0,0,0,0,0,0,0,2,1,4,0
N20001018,235,0,0,1,1,0,0,0,1,7,1,4,0
N20001019,492,0,6,1,2,0,0,0,0,2,0,5,1
N20001020,627,0,0,1,1,0,0,0,1,0,0,4,0
N20001021,426,0,0,2,0,2,3,0,1,3,0,18,0
N20001022,430,0,0,1,7,0,0,0,0,0,0,17,1
N20001023,415,0,0,0,12,0,0,0,3,6,4,7,1
N20001024,553,0,0,5,2,2,0,0,1,2,0,9,4
N20001025,260,0,0,4,1,0,0,0,0,1,0,0,0
N20001026,378,0,0,0,0,0,0,2,3,15,0,12,2
N20001027,330,0,0,0,11,4,0,0,0,7,0,6,5
N20001028,519,0,0,0,0,1,0,0,0,4,0,9,4
N20001029,327,1,0,2,0,0,0,0,0,3,0,0,4
N20001030,337,0,0,0,6,0,0,0,1,0,0,4,0
N20001031,315,0,0,1,4,0,0,0,3,1,0,3,0
N20001032,297,0,0,0,3,1,0,0,0,4,0,5,8
N20001033,519,0,0,6,6,0,0,0,0,1,1,10,1
N20001034,545,0,0,7,5,0,0,0,2,0,0,1,0
N20001035,556,0,0,1,0,0,0,0,5,0,1,5,0
N20001036,397,0,0,1,0,0,0,0,0,0,0,6,0
N20001037,460,0,0,4,0,1,1,0,0,0,0,0,0
N20001038,515,0,0,6,3,0,0,3,6,0,3,9,0
N20001039,542,0,0,1,7,0,0,0,2,0,0,9,0
N20001040,613,0,0,1,1,0,1,0,0,0,0,4,0
N20001041,548,0,0,3,4,4,0,0,0,0,0,3,0
N20001042,472,0,0,0,0,2,0,0,2,0,0,0,1
N20001043,255,0,0,0,0,0,0,1,0,5,0,3,1
N20001044,392,0,0,0,0,1,1,0,0,8,0,3,6
N20001045,366,0,0,3,13,0,0,0,0,0,0,4,0
N20001046,747,0,0,13,6,0,0,0,1,5,2,7,0
N20001047,532,0,0,0,10,0,0,0,3,0,0,9,0
N20001048,294,0,0,0,10,0,0,0,0,0,0,0,0
N20001049,355,0,0,0,4,0,0,0,0,0,1,0,0
N20001050,539,0,0,0,4,0,24,1,3,3,1,8,0
N20001051,416,0,0,2,8,0,0,0,5,0,5,4,0
N20001052,408,0,0,0,2,8,0,0,1,0,0,10,0
N20001053,713,0,0,4,5,0,0,0,6,6,0,15,0
N20001054,463,0,0,6,5,0,0,0,0,0,0,6,3
N20001055,302,0,0,0,0,0,1,0,0,1,1,0,0
N20001056,590,0,0,4,8,0,0,0,1,0,0,10,0
N20001057,325,0,0,0,0,0,0,1,0,0,0,7,0
N20001058,541,0,0,0,4,0,0,0,1,0,1,7,0
N20001059,391,0,0,18,19,0,0,0,4,8,1,8,1
N20001060,412,0,0,5,4,0,1,0,4,0,0,10,0
N20001061,472,1,0,1,22,0,0,5,11,47,0,11,6
N20001062,281,0,0,5,0,0,0,0,0,0,0,3,0
N20001063,608,0,0,11,0,1,0,0,0,0,0,16,0
N20001064,268,0,0,3,23,0,0,7,4,12,2,10,0
N20001065,527,0,0,7,5,0,0,0,1,0,0,0,6
N20001066,516,0,0,38,35,0,0,6,5,7,0,15,1
N20001067,348,0,1,1,13,0,0,0,0,0,0,0,0
N20001068,459,0,0,0,3,0,0,0,0,0,0,0,0
N20001069,446,1,0,4,4,3,0,0,1,0,0,3,3
N20001070,592,0,0,10,33,0,0,0,11,5,0,17,0
N20001071,383,0,0,4,0,0,0,0,2,1,0,4,0
N20001072,511,1,0,6,1,2,0,0,1,1,0,6,0
N20001073,539,0,0,0,4,0,0,0,0,0,0,5,0
N20001074,431,0,0,0,2,0,5,0,0,0,1,3,4
N20001075,454,1,0,1,0,0,0,0,0,3,0,4,0
N20001076,591,0,0,0,0,4,0,0,0,1,3,12,0
N20001077,604,0,0,1,3,4,1,0,6,0,0,9,5
N20001078,277,0,0,0,0,0,0,6,1,0,1,1,1
N20001079,244,0,0,79,8,9,1,0,6,1,0,4,1
N20001080,664,1,0,245,395,14,14,25,50,15,6,22,16
N20001081,306,3,0,40,5,3,0,0,2,7,0,9,1
N20001082,385,0,0,0,5,0,0,0,0,5,0,8,1
N20001083,434,0,0,9,1,0,0,5,0,0,0,0,0
N20001084,462,0,0,7,264,0,4,11,4,7,0,13,4
N20001085,216,0,0,299,11,3,3,0,3,3,3,6,6
N20001086,340,0,0,0,46,0,0,0,0,10,0,1,2
N20001087,456,0,0,58,307,11,6,9,18,9,0,20,6
N20001088,266,0,0,140,25,7,1,10,9,3,3,0,4
N20001089,215,0,1,0,0,0,0,2,0,2,0,6,0
N20001090,347,0,0,16,181,11,5,8,14,35,0,3,6
N20001091,269,0,0,13,73,0,0,3,0,21,0,2,1
N20001092,444,0,0,9,3,0,4,1,6,0,2,7,0
N20001093,386,0,0,0,3,0,0,0,0,11,0,1,0
N20001094,352,0,0,8,1,0,1,0,0,16,0,1,0
N20001095,507,0,0,5,3,0,3,0,8,6,3,4,3
N20001096,409,0,0,8,9,0,0,0,0,19,4,1,3
N20001097,241,0,0,2,41,0,0,0,0,7,4,7,11
N20001098,328,0,0,12,0,0,0,4,0,14,0,8,6
N20001099,227,0,0,17,30,8,0,10,8,14,0,11,7
N20001100,327,0,0,20,12,8,0,3,7,14,0,4,3
N20001101,432,0,0,5,51,0,0,0,1,5,0,8,0
N20001102,259,0,0,6,5,7,0,0,8,9,1,5,0
N20001103,343,0,1,22,71,3,0,4,25,15,0,13,7
N20001104,430,0,0,8,9,1,0,0,13,12,4,0,4
N20001105,274,0,5,11,10,0,0,11,4,9,1,4,1
N20001106,406,0,2,11,16,8,7,8,7,28,4,9,4
N20001107,345,0,3,25,4,5,2,11,6,10,1,7,5
N20001108,142,0,0,16,25,4,0,14,5,5,0,3,4
N20001109,495,1,11,0,6,1,0,0,0,16,8,15,1
N20001110,246,1,0,4,6,1,1,9,0,13,0,4,0
N20001111,324,0,0,15,8,0,2,0,0,24,0,4,4
N20001112,347,0,0,50,52,3,5,6,21,8,1,11,10
N20001113,415,0,0,25,7,1,3,1,6,13,2,2,2
N20001114,357,0,0,15,6,2,2,3,4,29,0,10,0
N20001115,496,0,14,19,24,4,1,3,18,16,0,18,8
N20001116,302,0,1,7,10,0,0,0,7,6,1,2,2
N20001117,279,0,0,5,5,0,0,0,3,19,0,8,1
N20001118,414,0,19,5,6,0,0,7,6,11,0,8,7
N20001119,360,0,5,3,8,5,0,4,0,16,0,10,0
N20001120,510,0,0,22,9,0,1,5,15,15,0,13,3
N20001121,613,0,0,0,5,0,0,0,3,1,0,0,9
N20001122,175,0,0,14,31,1,6,1,8,6,0,6,2
N20001123,331,0,0,14,56,4,1,3,9,7,0,15,3
N20001124,508,0,0,18,30,5,0,11,22,8,0,13,3
N20001125,230,0,0,19,31,0,1,1,12,12,5,11,8
N20001126,488,0,7,33,16,0,11,26,7,43,7,7,10
N20001127,442,4,4,15,5,0,0,4,5,30,1,18,3
N20001128,195,0,0,1,13,0,2,0,7,31,0,0,5
N20001129,337,0,0,10,11,6,4,0,7,30,0,6,12
N20001130,463,0,9,26,2,0,0,4,0,25,1,5,3
N20001131,474,3,34,28,9,5,0,5,11,18,0,7,3
N20001132,397,0,0,12,44,4,0,0,13,16,3,13,4
N20001133,615,0,3,37,26,6,7,18,20,28,5,13,4
N20001134,498,0,16,4,13,0,0,5,5,28,0,7,0
N20001135,503,0,0,11,22,8,0,6,24,17,0,19,5
N20001136,416,0,0,7,33,0,4,2,1,5,6,10,0
N20001137,388,1,0,19,27,0,0,10,0,18,4,6,2
N20001138,383,0,0,0,22,4,0,5,11,24,3,12,1
N20001139,517,0,0,31,36,1,4,3,11,14,1,23,4
N20001140,457,0,0,11,27,5,1,9,20,15,1,8,1
N20001141,273,2,1,0,11,0,0,0,0,18,8,4,0
N20001142,518,0,0,12,38,1,5,4,7,10,2,16,5
N20001143,436,1,0,18,41,0,0,6,8,20,1,15,0
N20001144,430,0,0,25,12,1,0,15,17,8,0,13,3
N20001145,210,0,0,0,0,0,1,0,4,0,0,6,0
N20001146,263,0,0,1,1,2,0,0,0,0,0,3,2
N20001147,267,0,0,6,65,5,4,0,13,33,0,19,0
N20001148,357,0,0,13,17,0,0,1,1,3,1,25,8
N20001149,541,1,6,14,3,0,0,6,13,29,0,13,16
N20001150,342,0,0,2,9,4,0,0,10,18,0,7,0
N20001151,487,0,0,9,9,0,6,0,8,14,0,10,1
N20001152,291,0,0,14,5,0,6,4,4,7,2,6,4
N20001153,596,0,0,10,8,2,0,1,4,6,0,13,0
N20001154,237,2,0,0,15,0,0,3,17,13,8,7,3
N20001155,389,0,0,1,0,7,0,0,11,11,1,4,11
N20001156,549,0,0,24,32,0,3,37,9,8,0,15,0
N20001157,362,0,0,11,8,0,1,0,3,9,1,11,3
N20001158,394,1,0,2,3,5,0,1,0,22,1,5,0
N20001159,382,0,1,2,8,5,0,0,0,16,0,18,5
N20001160,303,0,0,1,1,0,0,0,1,8,0,7,0
N20001161,379,0,0,1,5,3,0,0,11,9,0,5,1
N20001162,1646,0,0,71,274,7,1,20,57,22,4,40,6
N20001163,260,0,0,19,17,0,0,3,2,5,0,18,3
N20001164,488,0,0,9,3,0,0,0,8,4,0,11,0
N20001165,436,0,0,9,5,0,0,0,1,12,0,15,0
N20001166,527,0,0,0,7,0,0,0,0,8,0,10,0
N20001167,647,0,0,2,0,1,0,3,1,0,1,12,3
N20001168,435,0,0,13,5,0,0,6,15,6,0,21,0
N20001169,509,0,0,0,0,3,0,5,1,0,1,4,3
N20001170,427,1,0,13,4,4,0,0,7,1,0,5,1
N20001171,274,1,0,7,5,0,0,0,1,0,0,1,2
N20001172,941,0,0,17,16,0,5,0,3,9,3,20,1
N20001173,369,0,1,16,20,1,1,0,2,0,1,7,0
N20001174,539,0,0,0,12,1,0,0,7,1,0,13,0
N20001175,292,0,0,26,21,0,0,0,0,0,0,6,0
N20001176,419,0,0,5,0,1,1,0,9,0,0,1,1
N20001177,460,0,1,4,1,0,3,0,2,1,1,10,1
N20001178,471,0,0,20,28,0,0,2,5,0,0,14,0
N20001179,230,0,7,7,6,0,0,3,9,0,0,5,1
N20001180,272,0,0,0,6,0,0,0,1,1,0,8,0
N20001181,262,1,0,0,4,4,0,0,4,6,0,0,0
N20001182,441,2,0,1,3,1,0,0,3,1,3,13,1
N20001183,434,0,0,6,0,0,0,0,2,1,4,6,0
N20001184,698,0,0,10,9,6,4,0,0,4,0,8,4
N20001185,485,0,0,0,4,0,7,0,6,1,2,1,1
N20001186,500,0,0,16,8,2,0,3,0,0,3,2,1
N20001187,247,0,0,0,0,1,1,0,0,0,3,0,2
N20001188,330,0,0,1,2,1,0,0,0,2,1,5,6
N20001189,424,0,0,3,0,0,3,2,0,0,0,2,1
N20001190,491,0,0,4,0,0,0,0,1,0,1,1,0
N20001191,418,0,0,2,4,0,0,0,0,0,0,3,3
N20001192,513,0,0,0,0,0,0,2,0,1,0,4,0
N20001193,330,0,2,0,8,2,1,3,3,0,0,3,0
N20001194,321,0,0,0,1,0,0,0,0,4,1,17,0
N20001195,657,2,0,7,4,0,6,0,0,0,0,0,0
N20001196,387,0,0,1,5,0,1,0,5,0,0,4,1
N20001197,428,0,0,4,0,0,0,0,0,0,0,4,0
N20001198,481,0,0,5,0,1,4,0,0,3,1,1,0
N20001199,498,0,0,9,7,0,10,3,5,6,0,3,1
N20001200,443,0,0,0,0,0,0,0,0,0,1,9,5
N20001201,433,0,0,5,7,1,0,0,7,4,1,10,3
N20001202,381,0,0,1,0,1,0,2,1,3,0,3,1
N20001203,344,0,0,15,0,21,0,0,47,30,1,4,6
N20001204,471,0,0,1,0,2,0,0,0,0,0,4,1
N20001205,303,0,2,14,3,0,3,5,24,4,0,6,0
N20001206,134,0,0,0,7,0,2,1,3,4,1,0,2
N20001207,314,0,0,0,0,0,0,0,5,4,1,0,0
N20001208,550,0,0,3,0,0,0,0,0,0,0,5,1
N20001209,373,0,0,1,0,0,0,3,1,0,0,15,3
N20001210,392,0,0,24,0,42,0,0,10,7,0,14,4
N20001211,421,0,0,14,0,3,0,5,0,9,0,8,4
N20001212,280,0,0,0,0,0,0,0,0,0,0,0,0
N20001213,296,0,0,7,0,17,0,1,13,0,1,10,0
N20001214,394,0,0,7,7,0,0,0,3,6,1,6,5
N20001215,589,0,0,20,18,3,0,0,3,0,1,22,0
N20001216,249,0,0,6,9,7,0,0,12,3,0,4,1
N20001217,519,0,0,10,8,1,3,4,4,3,1,9,0
N20001218,349,0,0,12,6,0,0,0,0,0,0,4,0
N20001219,385,0,0,15,9,4,3,0,1,0,0,7,1
N20001220,416,0,0,47,12,15,6,4,8,13,2,12,0
N20001221,345,0,1,37,36,0,0,9,3,0,0,11,4
N20001222,342,0,0,2,0,13,0,0,0,19,0,5,1
N20001223,589,0,0,5,0,5,0,0,1,11,4,8,0
N20001224,381,0,0,0,1,5,0,0,0,0,0,5,1
N20001225,210,0,0,0,6,5,0,0,0,3,1,13,0
N20001226,413,0,0,6,0,0,1,0,0,0,0,0,2
N20001227,264,0,0,1,1,0,0,0,0,0,0,3,2
N20001228,347,0,0,0,2,0,0,0,2,2,1,4,0
N20001229,395,0,0,0,5,1,0,0,0,10,0,8,0
N20001230,577,0,0,23,5,0,0,6,8,0,1,5,0
N20001231,517,0,0,11,6,0,0,0,3,5,1,9,1
N20001232,589,0,0,5,3,2,0,0,0,8,0,0,1
N20001233,452,0,0,10,5,6,6,0,7,0,3,5,0
N20001234,440,0,0,0,1,1,5,0,0,3,0,17,1
N20001235,313,0,0,0,1,1,0,0,1,0,0,4,0
N20001236,690,0,0,0,0,0,0,0,7,1,1,5,0
N20001237,430,0,0,0,0,0,0,0,0,1,0,2,0
N20001238,266,0,0,0,0,0,0,0,0,0,0,1,1
N20001239,658,6,0,0,0,0,0,0,0,0,0,6,0
N20001240,516,0,0,0,5,0,2,0,0,0,0,8,1
N20001241,601,0,0,0,0,0,0,3,0,0,0,10,0
N20001242,716,1,0,0,0,0,0,0,1,1,0,11,0
N20001243,709,0,0,1,0,4,0,0,0,0,0,4,0
N20001244,789,1,0,4,0,0,0,0,0,0,0,0,0
N20001245,437,0,0,0,1,0,0,0,0,0,0,2,0
N20001246,709,0,0,0,0,4,0,5,0,5,0,0,0
N20001247,467,1,0,0,0,1,0,4,1,0,0,5,0
N20001248,455,5,0,0,0,0,0,0,0,4,0,2,0
N20001249,599,0,0,4,9,5,0,6,0,12,0,9,3
N20001250,397,0,0,0,0,4,0,0,6,0,1,0,0
N20001251,682,0,0,6,0,0,5,0,0,1,0,1,0
N20001252,525,0,0,0,0,0,0,5,4,8,0,5,0
N20001253,719,0,0,15,0,0,0,0,0,0,0,3,0
N20001254,633,0,0,3,4,0,0,0,4,1,1,8,0
N20001255,724,10,0,1,0,0,0,14,0,0,0,3,1
N20001256,474,0,0,0,0,0,0,4,1,2,0,0,1
N20001257,584,0,0,0,0,0,0,0,6,0,0,7,0
N20001258,973,1,0,0,0,0,0,0,1,1,0,4,0
N20001259,705,0,0,0,0,5,0,0,0,6,0,4,1
N20001260,475,0,0,17,4,0,0,1,1,4,0,2,1
N20001261,843,4,0,0,0,4,0,0,0,0,0,5,0
N20001262,438,0,0,0,0,0,0,8,0,0,0,1,1
N20001263,582,2,0,0,0,0,0,0,0,4,0,9,1
N20001264,805,0,0,0,0,0,2,0,2,5,0,6,0
N20001265,501,0,0,0,0,2,0,4,0,0,0,6,1
N20001266,589,4,0,0,0,0,0,0,0,4,1,4,4
N20001267,561,0,0,0,8,0,0,0,1,0,0,5,0
N20001268,604,10,0,1,0,0,0,0,0,1,0,6,1
N20001269,491,1,0,1,1,0,0,0,1,6,4,7,4
N20001270,343,0,0,0,2,0,0,0,0,0,0,1,0
N20001271,438,0,0,1,1,3,0,0,1,0,0,6,0
N20001272,642,0,0,1,0,0,1,0,0,2,1,0,1
N20001273,382,0,0,0,0,0,1,0,0,0,0,5,0
N20001274,378,0,0,3,1,1,0,0,0,0,0,7,1
N20001275,371,0,0,0,4,0,2,0,2,7,1,7,0
N20001276,479,0,0,0,0,0,0,1,0,2,0,5,7
N20001277,737,0,0,0,0,0,0,0,0,0,0,0,1
N20001278,546,1,0,0,0,0,1,5,0,0,0,1,0
N20001279,600,0,0,1,5,0,0,0,0,0,2,0,0
N20001280,301,0,1,0,0,0,0,0,3,1,1,4,0
N20001281,304,1,0,0,1,0,0,0,0,2,1,5,1
N20001282,501,0,0,0,0,0,0,0,0,0,0,14,0
N20001283,346,0,0,1,0,0,1,0,0,2,0,8,0
N20001284,641,0,0,0,0,0,0,0,2,0,2,0,0
N20001285,330,0,0,0,1,3,0,0,1,0,0,0,0
N20001286,299,0,0,0,0,0,0,0,0,1,0,8,0
N20001287,401,0,0,0,1,0,0,5,0,0,0,1,0
N20001288,510,0,0,0,0,3,0,0,1,0,0,3,0
N20001289,373,0,0,8,3,4,0,0,0,5,1,4,0
N20001290,1120,0,0,1,2,1,0,0,0,6,0,1,0
N20001291,569,4,0,0,0,1,0,0,0,0,0,3,0
N20001292,507,0,0,38,0,1,0,6,5,1,0,11,0
N20001293,365,1,1,0,0,0,1,0,0,0,0,0,0
N20001294,203,0,0,16,0,0,0,1,8,0,0,6,0
N20001295,336,0,0,0,0,1,0,0,0,0,0,2,1
N20001296,354,0,0,28,0,2,0,0,4,5,0,7,1
N20001297,465,0,0,0,0,5,0,0,0,5,0,5,0
N20001298,637,0,0,1,0,5,0,1,2,2,0,1,0
N20001299,484,0,0,0,0,0,0,0,0,7,0,4,1
N20001300,614,8,0,0,1,0,4,0,0,4,2,1,0
N20001301,724,0,0,1,0,0,0,0,0,7,0,4,0
N20001302,497,0,0,0,0,0,0,0,0,0,0,0,0
N20001303,436,0,0,5,4,0,0,0,9,25,0,7,0
N20001304,511,0,0,0,3,5,0,0,7,0,0,11,5
N20001305,528,0,0,0,0,6,0,0,0,0,0,3,5
N20001306,287,0,0,0,0,0,2,0,0,0,0,2,0
N20001307,447,0,0,8,0,1,2,31,1,76,5,14,0
N20001308,801,39,0,0,3,0,0,4,0,0,1,0,0
N20001309,888,5,0,0,0,0,0,0,2,0,0,1,0
N20001310,599,0,0,0,0,0,0,0,6,5,1,3,0
N20001311,342,0,0,0,8,10,0,1,4,15,0,7,7
N20001312,347,2,0,7,12,0,0,9,6,22,0,4,5
N20001313,524,0,0,0,1,0,0,0,0,0,1,9,0
N20001314,625,3,0,0,5,0,0,0,1,12,0,6,0
N20001315,384,0,0,9,6,18,0,8,12,22,5,5,0
N20001316,515,0,0,0,0,1,3,5,0,0,0,3,0
N20001317,510,0,0,4,1,0,0,0,0,0,0,0,1
N20001318,460,0,0,0,3,1,0,0,7,3,1,0,0
N20001319,316,0,0,0,0,0,0,0,5,15,0,4,0
N20001320,468,0,0,0,0,0,0,0,0,0,0,0,0
N20001321,550,0,0,4,1,9,0,11,0,0,0,13,3
N20001322,419,0,0,0,6,5,0,5,1,13,0,4,1
N20001323,338,0,0,0,0,0,0,0,0,7,0,2,0
N20001324,480,0,0,0,7,0,0,4,6,12,0,4,3
N20001325,741,0,0,1,0,0,0,0,1,0,5,10,0
N20001326,645,0,0,9,0,0,0,0,6,0,4,5,0
N20001327,431,0,0,0,0,0,0,0,0,0,0,3,0
N20001328,561,1,0,13,0,0,0,9,0,9,4,11,0
N20001329,288,0,0,11,0,1,0,0,0,2,1,1,0
N20001330,397,0,0,0,7,2,0,0,0,3,0,1,0
N20001331,483,0,0,9,0,0,0,0,0,5,0,6,0
N20001332,468,0,0,0,0,0,0,0,0,7,0,9,1
N20001333,434,0,0,5,0,0,0,1,1,3,0,4,0
N20001334,697,0,0,4,0,2,0,0,0,0,0,0,0
N20001335,261,0,0,42,0,3,0,0,1,1,0,6,0
N20001336,233,1,0,0,1,0,0,6,0,7,1,0,2
N20001337,411,0,0,0,0,1,0,0,0,0,4,1,1
N20001338,331,38,0,1,0,1,0,0,1,1,0,0,0
N20001339,673,0,0,0,1,0,0,0,3,0,0,6,0
